txhash,fromaddress,toaddress,amount,label,risk_score,rank
59c05e162cddfed24e8991f38f4eb26c7bf5ec454c81d8e2f14768abcad4d81c,bc1p6vswdv3n9f2p56r3jxy7q6gf3jxthm3rl29cnzvrnrurjr6xkqeqtnvjq8,bc1pe7lhzep6gsrmrmkp82gy5yerhlre6a80h5266dafu2enw562spyqhz00zp,1.76358219,1,0.9992290028464003,23
efa77eab7a314b392a025bbf0e678029a4fd7f0bac49bbcb64951b1c1e45a9f4,bc1qeqh3mrljfjd7q8fjzdhwdpvfsmlrsgqm9j8k5n,bc1q75t87gcrl4drypw6kfqrxklrydlk7y6ke6ll2h,3.3273543,1,0.9992262402507305,24
3d9386065a05622cae79c1daf9e6be90df044757d5858db01200184a5f782959,bc1p6k7s7ne0rlfrjh5zcyvuguz89y5xvhfj3tdq9vx5tc7tmahksd2swxcdxx,1PaZxnTaE825x2ZmjYfJ7TEQXugi3X7YqV,3.3308542,1,0.9992262402507305,25
079b2e3bdeb2c7afbcbca3528d6f89678f774de8bb9129dd2e9c68a031e9e6e7,bc1ptq2ljtlekpu3upsjzrcxusvfh0va4tnflpl4e70mm690y949prqqwg0a2t,bc1p6k7s7ne0rlfrjh5zcyvuguz89y5xvhfj3tdq9vx5tc7tmahksd2swxcdxx,3.33085726,1,0.9992262402507305,26
1430df0b716f4b4c8538207e985a2bf4e432abbb2a05ead371e1eb363d9e3c67,bc1q5mfs5stcnz82qqu94j5h74g2tz39qrvaygsq04,bc1q43727w99qpg58ykswgzvfth7skvaagd9l03ppp,3.8641,0,0.999027871918475,27
3a97a47886d0212707f561e762e3838368af92bf8ac328bbebf8625c46c3c69c,14fLoUX5SRderQ92goU8uZ8Li4VU4ASvPP,bc1qeqh3mrljfjd7q8fjzdhwdpvfsmlrsgqm9j8k5n,3.82764335,1,0.999027871918475,28
c1b899012c756924b988537e8117513bcb3b20765596dd78a8b2297199e2427d,1DAg1TpAbY1DuexViGo3dJX441jj32aX7f,bc1q5vcpg2hz089r3vlgh8lt087q4m98klaphq049q,6.2238845,1,0.9990139443418733,29
d6da2c186569f481ee780fba16a884ffd091bc896f48c99eb4d5e0f26da0b7e4,bc1pd9dsm2t6m9akd5mdrl437xz5z67ew082069dw248ncgpkm52lrjsljaswv,bc1q67pcuharjsvslw4w34rqtpqmddlu20ns0ztgxa,6.6947367,1,0.9990139443418733,30
b86354ce3bfc7765ac0c72501d6db44cd443911ad67bd2c87f79d2c83fc8b4c6,1MxZqPVEtVoPG3aHywFGKKRhhgMFkz1TfG,bc1q89e5uqu3sacdpsvgwmnedt358zkvj57mwgezxe,6.21065804,1,0.9990139443418733,31
22288c0e483091f492dc6f66a4b369330297c8b24e6ed8b9b2c669a16584999e,bc1pxehhx03xx637f4rlkaa28q8e8w3mrmsqz6jge76n240s7hflldvss8lssh,1PaZxnTaE825x2ZmjYfJ7TEQXugi3X7YqV,6.72731123,1,0.9990139443418733,32
f445ef2496dc769b2847680af42454effc867ba663709e08ca3aa1f7e207fd59,bc1q2vq7pcu0ljsvyxgp7ts3n50at5urg75ez5clr6,bc1q8d6cluyekc57d5vx58y6dr5uzt9fq5kzpx2k4x,0.66457799,0,0.9983151617336883,33
44849751eb75d3b987c7a343b7fce83cacb84a1c062913ffec4bcebb33659b41,bc1qsfhdhr5d09zt0zvvwtfm4dyayhcefg8ezxv48m,bc1qs7q9ce9nk6gttftk3ayqur4kf8505rv2gw8k65,0.60964132,1,0.9983151617336883,34
cb36a0ac6e93b89bd967f1a3644b47364c06049b9b70bf663a9f124a2e5ca4c4,bc1qtak5flan50rwdwv6av392nhq73x7jjrgrv34vj,bc1q8c5faxjsf0ept3cyvuernkgqf3g8eqrrfk5xfr,0.75558581,1,0.9963431411332236,35
1e3553349c4d17837793dcaf6be3d3073bfe947b24b706f81e21d04d4c565b90,bc1qn75wgphn9lvd79eshmh502838jwcfhvuct4lym,bc1q8d6cluyekc57d5vx58y6dr5uzt9fq5kzpx2k4x,0.26629167,0,0.9951345327622717,36
de65171883b030d4a1f833367e7a361eecf0982348f53137105a28c02118e908,bc1q0rwvs9ms4eeane7ql8ylrmr7r8hwrmgx5m4jqj,bc1q43727w99qpg58ykswgzvfth7skvaagd9l03ppp,0.34261671,0,0.9950125815427593,37
09650ef5e0fd98a6494f059e07612164880ca8fcdf613875737041cd6176cc76,bc1qm7gfmjrgml7t89t25770algte8fsttfn0wr5yc,bc1q5n4nwzrr90rpteercw3dmwkt882zmdk2a67wjf,0.44219041,1,0.9949196507205356,38
15f118092e5785e22ac45a62d02291d9b4d34288f1a7cdb89f60c4d55b70cbcc,bc1qngtkgl0pdvfmda22vjap6rl9wsz2zmlxqnekxr,bc1q8d6cluyekc57d5vx58y6dr5uzt9fq5kzpx2k4x,0.22244,0,0.9946996708938532,39
8e40feb4c7822d7738d7e7908c1d6463fc44db8db858e964db4719cd3968906b,1HoBdbfENGo5nN2XESTHGGLaJ8xsQKdcuw,186Lo5wnzAe8X3zhmd8RCXdHXY6RiD2aAt,0.22532163,1,0.9946996708938532,40
9f97a6b1a23842745d0ccedafdc69ea23aa88458325e2720653a40c66c48b522,bc1pupqjcw45xtgvgdp3ngpyzuerjatuuc7f5l4y7uzum9smadfnc4pq4mtcxp,bc1qgrn30jql9q5pkg95zf9qy48tndhlxdg0x682mp,0.312075,0,0.9942346380407162,41
750b242cb2db72df6c0248cfdce232ce5f7652ef8087e5b2c458b0ec106645f5,bc1qnece2r9l4ks0kkp7lzr7wr6g3j9pnp7pkz6gc6,bc1q9f8qkvywxp06upuf6hu097meu64kqnvjck2sx9,0.46379477,1,0.9937052768936121,42
4475b38043084cd20317f4c56ea713e518fc9e7b0beae9f141957b33958d2d79,bc1qdklcxh7zr64p800yeygxeumkevq6tx0gufnxen,bc1p7tr3xyj7mmmpptmr58gne9jfs77a692me69wzq9zwr2nk6d7dyaq9a203t,0.62559721,1,0.9926826854635705,43
750b242cb2db72df6c0248cfdce232ce5f7652ef8087e5b2c458b0ec106645f5,bc1qnece2r9l4ks0kkp7lzr7wr6g3j9pnp7pkz6gc6,bc1q9f8qkvywxp06upuf6hu097meu64kqnvjck2sx9,0.52154179,1,0.9920308252735444,44
1e62bee4bff5ee4b8691f9f865618726be1d8a49a176fed7dc794056e0e06a11,bc1p3f34a7tqy94dwtkuz05kw9x8csvgthqgcq0q65vs09y0ahzju97stjd4ze,bc1qtzmqcqxl25hmjx48pm4hnel2gqa0g8jhz24qxm,1.8,1,0.9911643175209547,45
cb36a0ac6e93b89bd967f1a3644b47364c06049b9b70bf663a9f124a2e5ca4c4,bc1qtak5flan50rwdwv6av392nhq73x7jjrgrv34vj,bc1q8c5faxjsf0ept3cyvuernkgqf3g8eqrrfk5xfr,0.99859684,1,0.9905207871750537,46
973acae6b4b85c47614c016b7df55da4db27054e2a493f334dd845b25379349b,bc1qlfuekaz49j0rmzhetue5uvvluvduqr2lrk7a7c,bc1qk7hq5qhzx05ajerh20uz8ka6tetdn2f8c2qszx,0.6848,1,0.9902662754156724,47
9f97a6b1a23842745d0ccedafdc69ea23aa88458325e2720653a40c66c48b522,bc1pupqjcw45xtgvgdp3ngpyzuerjatuuc7f5l4y7uzum9smadfnc4pq4mtcxp,bc1qgrn30jql9q5pkg95zf9qy48tndhlxdg0x682mp,0.31280156,0,0.9901304959175496,48
353750f4b25a5a62accf20486073f618a8e594eb62839b2313c07308571e8ddd,bc1q04rf66rzp0k0nrqpwsxxpskawa6e4c26lc350x,bc1qv24uerzwyt37ruum4fvnjn9cgdrgvz88n7xjwj,0.56,1,0.9892090515757026,49
cb36a0ac6e93b89bd967f1a3644b47364c06049b9b70bf663a9f124a2e5ca4c4,bc1qd59t4y79apxeujdjmw8ql7vygzjt2rlle7esct,bc1q8c5faxjsf0ept3cyvuernkgqf3g8eqrrfk5xfr,0.32282733,1,0.9884076012870548,50
33ba19e642b6184b34f66c5d1824de2e24d800c416b2d8452e4d124aeca49f25,1PaZxnTaE825x2ZmjYfJ7TEQXugi3X7YqV,bc1qc54gtq64rxud93z0zsdhmuyhzm8akzx7s43dzu,1.45089629,1,0.9875858756106461,51
4475b38043084cd20317f4c56ea713e518fc9e7b0beae9f141957b33958d2d79,bc1qdklcxh7zr64p800yeygxeumkevq6tx0gufnxen,bc1p7tr3xyj7mmmpptmr58gne9jfs77a692me69wzq9zwr2nk6d7dyaq9a203t,2.73609086,1,0.9870010950026643,52
973acae6b4b85c47614c016b7df55da4db27054e2a493f334dd845b25379349b,bc1qlfuekaz49j0rmzhetue5uvvluvduqr2lrk7a7c,bc1qk7hq5qhzx05ajerh20uz8ka6tetdn2f8c2qszx,1.72458698,1,0.9869532562443396,53
9f71f1c3f77ca10692b3b203a4df18beaf58261c28a10658c569df9df371d37b,bc1p7h4mmmkzqmq683qqk3sw4yxu073hrlle4xws47qkny3c2htpv6uswgfqs2,bc1qew9vzcy7ttzqc9mgsu2ank7882dj8eyz34q9s9,0.05513946,1,0.9864625413909396,54
4ee65388819949a8484780468c702a243d8bd061e5599cf28664e4a143e644db,32C1AVrRkZbCwSvvC1L3WB5dXyrJuPZeCR,bc1q8d6cluyekc57d5vx58y6dr5uzt9fq5kzpx2k4x,0.0059956,0,0.9862779749277187,55
4615347c229df0598cfca0b498a0c6447ebff5b6007db8afd81d8cc4ae79d8f7,32C1AVrRkZbCwSvvC1L3WB5dXyrJuPZeCR,bc1q8d6cluyekc57d5vx58y6dr5uzt9fq5kzpx2k4x,0.00599549,0,0.9862779749277187,56
69f981084f96e242c183b7cb0e76cc93c792baf85f080f2aa3ab40027d574adb,33C57hx9mKdUat4jaRheVkV7wL5u3uur1J,bc1q43727w99qpg58ykswgzvfth7skvaagd9l03ppp,0.05998239,0,0.9861516073480219,57
09650ef5e0fd98a6494f059e07612164880ca8fcdf613875737041cd6176cc76,bc1qm7gfmjrgml7t89t25770algte8fsttfn0wr5yc,bc1q5n4nwzrr90rpteercw3dmwkt882zmdk2a67wjf,1.22000169,1,0.9861281262533352,58
e909da2de66d918c2dc39d5db1b13f889f04ce8505bb3067e17c246baef3d85e,13Yh33sWB2T1HvyXFKxS5nWbpUKmdLM75B,bc1qgrn30jql9q5pkg95zf9qy48tndhlxdg0x682mp,0.00779717,0,0.9860342775794608,59
5ea01aaf4cdaf20a92f18d48080640380b782b0bc5a4464a5390c9a5babdf42d,3LoyJ9VQ7nMmqu8uSEfjgexBeLCpNvCNcx,bc1qqpq4yrakqcfcr92l5ljygw2gx2kg9z7rw3874z,0.00479137,0,0.9859787230766994,60
9b3a74993821f0932c59fad2e906721521a7d815891f6efaa1fd526185de611a,bc1qcx7lz0dmefcfs5zq26r98ajyndf5yt6vac57n2,bc1qgw7rvl069r5h0ewl4vfze8c3qh6rn8ttnwdv00,0.00478638,1,0.9859787230766994,61
72c580114244ced3ec0fe0413aff9e153f0cf22d31e186b7115151dee73dd5ed,bc1qp6gufu00s8mdqqzdx2z75zm3v708urx040mytd,bc1qvhm9ta0lqg5lw7gzttvngkgnvn0trszd33qa3p,0.05382756,1,0.9859069858353839,62
f7b4bd952f8bcbece4b0a7b892ee2378de6ce60470dbf7575d6a7f008f2435b3,bc1p20xw3xsrdewfqgwmwdc7xjgdsc0qmxszwp2l4xxfhm4gvp0m54fqquqlfj,bc1q8d6cluyekc57d5vx58y6dr5uzt9fq5kzpx2k4x,0.00797886,0,0.9858804314256148,63
09650ef5e0fd98a6494f059e07612164880ca8fcdf613875737041cd6176cc76,bc1qm7gfmjrgml7t89t25770algte8fsttfn0wr5yc,bc1q5n4nwzrr90rpteercw3dmwkt882zmdk2a67wjf,1.28873441,1,0.9858512061732622,64
b760cbfa1df5e6793087be7a483cafce842eeb543e43a495b9a48cbbaded7ae8,bc1qjxz7s9zsjuzdwsc9cjvjps2manxzppj0xmsdk3,bc1qgrn30jql9q5pkg95zf9qy48tndhlxdg0x682mp,0.00042327,0,0.9855274280329712,65
ee683297cec912b05c910d13ed078e17121d52cd19ead0bffb5fef79f217aabe,bc1p3hv7fly5rqjjk5vl4gzxul3ayymkllkve36jdwzh0wya723l2pjq3wvkg2,bc1q8d6cluyekc57d5vx58y6dr5uzt9fq5kzpx2k4x,0.06712578,0,0.985445224869535,66
1e62bee4bff5ee4b8691f9f865618726be1d8a49a176fed7dc794056e0e06a11,bc1p3f34a7tqy94dwtkuz05kw9x8csvgthqgcq0q65vs09y0ahzju97stjd4ze,bc1qtzmqcqxl25hmjx48pm4hnel2gqa0g8jhz24qxm,4.50290363,1,0.9846911095724846,67
cd630d077585e23f5a72aa31e04f3e4b3904aebc70ba19b9b07870c5a4c1fdd8,bc1qej7yjgy6zv5ndajxwvckv59hkdf28y9pdu95mj,bc1qk92fwypvnank9l5nas4nx4dt45899xhtygpkav,0.02677038,1,0.9845779747473926,68
61dc05e4ef51e89aabf81874aa661f3d77162055e055a4c72ba91ff0b1d2baa9,bc1qyyrhzky2p9ezgpvz9vwqjvlzp47h44p98shuc5,33SKHVhytnkqF5SoJzHZjerL9bhAY3zo7K,0.00092054,1,0.9843917670981837,69
427998352c8f6c3a0f705695313547c6ae71b7b0edc2db7083c6a6bf18afb8f2,bc1q9f8qkvywxp06upuf6hu097meu64kqnvjck2sx9,bc1qa0pkfxfcyzmhgfz5mvpk45p2tpctk7sm3mkyzx,0.02661,1,0.9842850303445005,70
39711dde8f133925c8457dff7dd2f9389a23c9eba357ae2d15e718b4283e4286,bc1q0kej563eucwgttdea5pvv7qcx7pfxg8n82af7s,bc1qz8xgzwy54mvjprt7qw2msx6c590vegq8x0ka2n,0.00095,1,0.9840862115426282,71
cb36a0ac6e93b89bd967f1a3644b47364c06049b9b70bf663a9f124a2e5ca4c4,bc1qtak5flan50rwdwv6av392nhq73x7jjrgrv34vj,bc1q8c5faxjsf0ept3cyvuernkgqf3g8eqrrfk5xfr,1.00532669,1,0.9832215226025542,72
50583da6dec8aa24c8d8badab3fb232b050f71167c0cfa7f77931843d037b4c7,bc1qgrn30jql9q5pkg95zf9qy48tndhlxdg0x682mp,bc1qjt0xrx9tyunutw7hqhm9wr0h2hnpc4jazkgl9v,0.23821682,0,0.9829723311698002,73
c3d6424fc81a6e4a649c242800efd3ecfaad2d7d1c4d429526ede30f8ea8e8b7,bc1q43727w99qpg58ykswgzvfth7skvaagd9l03ppp,bc1p5yvr3hfqzmuqesvf76wee5jdvfquf6spyr2g6vjwp5ky3wc48kzsq7sgfj,0.22066074,0,0.9827804850906107,74
3eedf7e34c06c57fea23c6c6d37bde488e3f8876e5dccaa673dfe5cdceb88f7b,bc1qa0pkfxfcyzmhgfz5mvpk45p2tpctk7sm3mkyzx,1BwtP7Y8vnM9qSCqKkQLdNzyHGjAfSVbHd,0.22473337,1,0.982745872592318,75
0fc058d99db79821a4654589f5ed20d78760f0a65f886e34e8b61d4e90d66757,bc1q8d6cluyekc57d5vx58y6dr5uzt9fq5kzpx2k4x,bc1qcm0v8nlnlpfdzaddv8vehuvyqufghjr7dafq0e,0.23883905,0,0.9827247425014876,76
fff7c668cd7ec2c59266ce868a8bf8a1ee7839385599caeee3c316cae1cf8689,bc1qu8mvqszp8rnzv8tudd3es207hzcw9cv0mmr7f3,1HoBdbfENGo5nN2XESTHGGLaJ8xsQKdcuw,0.22551555,1,0.9826215981591072,77
1521fc47eafb707cb7c0c7414a53975c74bb451e7c4c2052cda203e8e1286263,bc1qqpq4yrakqcfcr92l5ljygw2gx2kg9z7rw3874z,1EdgM2Svuhg83A3YukwMPR3nsrB6zi41Ao,0.33480331,0,0.9821034724184281,78
e62a9f8522f75b0573cea33758bcfdf980f76cb900e1b9a27e36fbf8ed2fc35f,bc1qgrn30jql9q5pkg95zf9qy48tndhlxdg0x682mp,bc1qk0zrww0gaam9wy3g0svgu935nd2lje99yku5g5,0.29842892,0,0.9819717752576621,79
55fce1a82474fbe84c18b66605a2f3e2749c7c902c45201bc494dd7332944a07,bc1qlzq4wep5u4zn6d64u07gsecdwvseqltkpxd2z7,1EdgM2Svuhg83A3YukwMPR3nsrB6zi41Ao,0.39175782,0,0.981878102818213,80
4311da1ec6a4393b032a387c38beb79b025c79c9a3eb0b3601631855b95c5f28,bc1qgrn30jql9q5pkg95zf9qy48tndhlxdg0x682mp,1EdgM2Svuhg83A3YukwMPR3nsrB6zi41Ao,0.31586375,0,0.9818716578058251,81
769218d78e6756c1c54042e438cc20fe8a836d3784cd78e27f667657d536004c,bc1qgrn30jql9q5pkg95zf9qy48tndhlxdg0x682mp,bc1qg8e2nft2npfdzr9n3yt2a4wlr82qyzl94nqgx2,0.30991831,0,0.9818345203557014,82
b7a486a199062417df94cfce3d626da6b9172343f92a95f535d5e5273c285a57,bc1q43727w99qpg58ykswgzvfth7skvaagd9l03ppp,bc1qk0zrww0gaam9wy3g0svgu935nd2lje99yku5g5,0.46420718,0,0.981679297776486,83
49436651313402669af3158eb9407f67ee0775cb391d28d7f6803f43d984ff30,bc1qguaund6dh2sxslzxcpy47nn4q76rqfcg0q4py4,1EdgM2Svuhg83A3YukwMPR3nsrB6zi41Ao,0.45726845,0,0.981679297776486,84
3f32c199c158c0b882972076d5f831c349155e1779296295916a628a1ef975cd,bc1qa0pkfxfcyzmhgfz5mvpk45p2tpctk7sm3mkyzx,1EdgM2Svuhg83A3YukwMPR3nsrB6zi41Ao,0.43296163,0,0.981679297776486,85
a05aa3dfb868847b573df80f28c925d11675157dd2b0bb28df7ecea638b440d6,bc1q43727w99qpg58ykswgzvfth7skvaagd9l03ppp,bc1qzzpxypshakjxjwzpezpearajcg05glwhs6jtgk,0.46689321,0,0.981679297776486,86
9758ba79ef5b66ab9176109c26aa422ac2bdfc15025e4719e91917239258c9c2,bc1q43727w99qpg58ykswgzvfth7skvaagd9l03ppp,1EdgM2Svuhg83A3YukwMPR3nsrB6zi41Ao,0.42213874,0,0.981679297776486,87
ec318bc4d2e2294c49eef1a04e4325fdff294a2588e5980288150c1fee64be9b,bc1qguaund6dh2sxslzxcpy47nn4q76rqfcg0q4py4,1EdgM2Svuhg83A3YukwMPR3nsrB6zi41Ao,0.39280865,0,0.9815956041357405,88
cb36a0ac6e93b89bd967f1a3644b47364c06049b9b70bf663a9f124a2e5ca4c4,bc1qtak5flan50rwdwv6av392nhq73x7jjrgrv34vj,bc1q8c5faxjsf0ept3cyvuernkgqf3g8eqrrfk5xfr,1.00889153,1,0.9815739229874988,89
0438492b946e771dcd8c209b338b25b5ae22037aa7a69d2f8f5cfeaa6dfa6452,bc1qguaund6dh2sxslzxcpy47nn4q76rqfcg0q4py4,1EdgM2Svuhg83A3YukwMPR3nsrB6zi41Ao,0.36490216,0,0.9815463954450288,90
cb36a0ac6e93b89bd967f1a3644b47364c06049b9b70bf663a9f124a2e5ca4c4,bc1qtak5flan50rwdwv6av392nhq73x7jjrgrv34vj,bc1q8c5faxjsf0ept3cyvuernkgqf3g8eqrrfk5xfr,1.00875441,1,0.981293379837145,91
e3c02d951126dc1e7e7b1efe7c20f9ad687fa19c6c60ffae5eb0bf955e154a6f,bc1q8d6cluyekc57d5vx58y6dr5uzt9fq5kzpx2k4x,bc1q9jrynwafffrv8zddy3twpz3tqpfyk04z9lc386,0.20506834,0,0.9812644419529025,92
d5c4315d06d18cc405800ce9da91b1ca519ce5fd0d80105e11966c0e678d85ca,bc1qu8mvqszp8rnzv8tudd3es207hzcw9cv0mmr7f3,1EdgM2Svuhg83A3YukwMPR3nsrB6zi41Ao,0.20574057,0,0.9812644419529025,93
80d5f711054b4a5fc29a67680379405236dd99e307146296443a567a0e9e6d9b,bc1qguaund6dh2sxslzxcpy47nn4q76rqfcg0q4py4,1EdgM2Svuhg83A3YukwMPR3nsrB6zi41Ao,0.61530053,0,0.9810683310932065,94
801e8ef07e75f54c8b6d327581ac5ff625c951ce5ebd2f902607a29eefa94598,bc1qguaund6dh2sxslzxcpy47nn4q76rqfcg0q4py4,1EdgM2Svuhg83A3YukwMPR3nsrB6zi41Ao,0.6107148,0,0.9810683310932065,95
5f2750fad4a69e7cdc63894eeeb026b5dd591a384543dbd14862e17a506eba1a,bc1qgrn30jql9q5pkg95zf9qy48tndhlxdg0x682mp,bc1qhpm0dpan40h9sfusqkgsakd5k445rr3fkgrjv6,0.30620088,1,0.9810440269417979,96
8c0fd5049cb07d04b0d085420ad62f874531290bff1cbde89a5fc3a625a2258f,bc1qgrn30jql9q5pkg95zf9qy48tndhlxdg0x682mp,bc1qnrqlrm7nxk3w30rr9p9w7qt594ldpslac2hnzx,0.61095912,1,0.9809427366777653,97
528c80ce219ce59cf5b2a3ecdda8933bbc10b7583f837c42104ced64d9dfb8f9,bc1qguaund6dh2sxslzxcpy47nn4q76rqfcg0q4py4,1EdgM2Svuhg83A3YukwMPR3nsrB6zi41Ao,0.62305825,0,0.9808192075634552,98
19d58be10ce524cb639dad769e6f9f75e51108c66d5a79e7c270725bdeca2111,bc1qx897x4lh6yp2g8glwjf2u76svrumrutpgfm47p,bc1qssr8c7gnth7pwjpn8unalg6tuaq7dxgs025672,0.44399782,1,0.9804493480671074,99
95c910346fe08a187f625ad2505dc38971e5a22f6764b28ee12b377685e3202f,bc1q8turve2fmhg07tm2mzut75d29hqmwkaqjyuumj,bc1qdklcxh7zr64p800yeygxeumkevq6tx0gufnxen,0.86867149,1,0.980360202216191,100
2696aca10407bea72cba8a774bf946e0f0818cec80f5242e8aec27e0d32c3915,bc1q0vme76vtg5acrugkc7e89znsx59azaf29txfs8,bc1qm7gfmjrgml7t89t25770algte8fsttfn0wr5yc,0.21260582,1,0.9802897100070743,101
